会社コード,企業名,決算期,決算種別,連結基準,決算月数,上場コード,日経業種コード,売上高,親会社株主に帰属する当期純利益,資産合計,株主資本
0016607,豊トラスティ証券,2022/03,10,1,12,12,252511,6715,975,78229,9920
0016624,ユニデンホールディングス,2006/03,10,1,12,11,123224,85733,5025,105545,75945
0016624,ユニデンホールディングス,2007/03,10,1,12,11,123224,77679,-2966,100206,71110
0016624,ユニデンホールディングス,2008/03,10,1,12,11,123224,61276,-7491,85590,61855
0016624,ユニデンホールディングス,2009/03,10,1,12,11,123224,49635,-10787,75317,50340
0016624,ユニデンホールディングス,2010/03,10,1,12,11,123224,35510,-7509,69217,42829
0016624,ユニデンホールディングス,2011/03,10,1,12,11,123224,37685,1228,40736,44055
0016624,ユニデンホールディングス,2012/03,10,1,12,11,123224,33921,371,39390,43981
0016624,ユニデンホールディングス,2013/03,10,1,12,11,123224,27598,-2658,36376,40983
0016624,ユニデンホールディングス,2014/03,10,1,12,11,123224,20975,593,36130,41573
0016624,ユニデンホールディングス,2015/03,10,1,12,11,123224,16576,404,36962,41679
0016624,ユニデンホールディングス,2016/03,10,1,12,11,123224,12985,-4697,33211,36700
0016624,ユニデンホールディングス,2017/03,10,1,12,11,123224,13091,1478,35543,38105
0016624,ユニデンホールディングス,2018/03,10,1,12,11,123224,15141,1768,36969,39575
0016624,ユニデンホールディングス,2019/03,10,1,12,11,123224,20669,1380,39318,40660
0016624,ユニデンホールディングス,2020/03,10,1,12,11,123224,20034,-463,41556,39606
0016624,ユニデンホールディングス,2021/03,10,1,12,11,123224,19270,3658,47822,43264
0016624,ユニデンホールディングス,2022/03,10,1,12,11,123224,12887,1787,43411,43862
0016654,横浜魚類,2006/03,10,1,12,12,243423,64190,223,9955,2638
0016654,横浜魚類,2007/03,10,1,12,12,243423,62850,63,10302,2652
0016654,横浜魚類,2008/03,10,1,12,12,243423,61316,17,6203,2624
0016665,横浜丸魚,2006/03,10,1,12,12,243423,96796,290,27178,8488
0016665,横浜丸魚,2007/03,10,1,12,12,243423,94106,109,26303,8393
0016665,横浜丸魚,2008/03,10,1,12,12,243423,90337,-53,21681,8252
0016665,横浜丸魚,2009/03,10,1,12,12,243423,79642,-56,17281,8000
0016665,横浜丸魚,2010/03,10,1,12,12,243423,71043,118,17230,8017
0016665,横浜丸魚,2011/03,10,1,12,12,243423,66516,-63,16048,7855
0016665,横浜丸魚,2012/03,10,1,12,12,243423,60935,-311,16319,7444
0016665,横浜丸魚,2013/03,10,1,12,12,243423,57677,243,17981,7619
0016665,横浜丸魚,2014/03,10,1,12,12,243423,56868,308,17358,8056
0016665,横浜丸魚,2015/03,10,1,12,12,243423,55228,145,19383,8130
0016665,横浜丸魚,2016/03,10,1,12,12,243423,53003,276,17665,8334
0016665,横浜丸魚,2017/03,10,1,12,12,243423,51978,549,18841,8811
0016665,横浜丸魚,2018/03,10,1,12,12,243423,50814,349,20034,9089
0016665,横浜丸魚,2019/03,10,1,12,12,243423,49634,407,18371,9438
0016665,横浜丸魚,2020/03,10,1,12,12,243423,46812,82,15939,9435
0016665,横浜丸魚,2021/03,10,1,12,12,243423,41286,290,18011,8948
0016665,横浜丸魚,2022/03,10,1,12,12,243423,37592,160,18147,9013
0016681,ＲＩＳＥ,2006/03,10,1,12,12,241405,27630,145,42994,32137
0016681,ＲＩＳＥ,2007/03,10,1,12,12,241405,17885,-37404,43396,2080
0016681,ＲＩＳＥ,2008/03,10,1,12,12,241405,15413,-5303,15449,8178
0016681,ＲＩＳＥ,2009/03,10,1,12,12,241405,6250,-4399,5759,3782
0016681,ＲＩＳＥ,2010/03,10,1,12,12,241405,2057,55,5044,3836
0016681,ＲＩＳＥ,2011/03,10,1,12,12,241405,564,-341,4467,3443
0016681,ＲＩＳＥ,2012/03,10,1,12,12,241405,380,-40,4108,3315
0016681,ＲＩＳＥ,2013/03,10,1,12,12,241405,560,94,4125,3408
0016681,ＲＩＳＥ,2014/03,10,1,12,12,241405,592,74,3921,3283
0016681,ＲＩＳＥ,2015/03,10,1,12,12,241405,424,29,3880,3312
0016681,ＲＩＳＥ,2016/03,10,1,12,12,241405,447,71,3956,3383
0016681,ＲＩＳＥ,2017/03,10,1,12,12,241405,246,-162,3010,2536
0016681,ＲＩＳＥ,2018/03,10,1,12,12,241405,515,179,2513,2079
0016681,ＲＩＳＥ,2019/03,10,1,12,12,241405,141,-109,2315,1969
0016681,ＲＩＳＥ,2020/03,10,1,12,12,241405,294,172,2555,2142
0016681,ＲＩＳＥ,2021/03,10,1,12,12,241405,360,-52,2554,2089
0016681,ＲＩＳＥ,2022/03,10,1,12,12,241405,362,-53,2400,2036
0016722,ラサ商事,2013/03,10,1,12,12,243423,28874,772,25264,9752
0016722,ラサ商事,2014/03,10,1,12,12,243423,25635,876,23787,10502
0016722,ラサ商事,2015/03,10,1,12,12,243423,28034,847,29343,11177
0016722,ラサ商事,2016/03,10,1,12,12,243423,30524,765,28220,11677
0016722,ラサ商事,2017/03,10,1,12,12,243423,29919,1026,27044,12162
0016722,ラサ商事,2018/03,10,1,12,12,243423,29089,1464,28726,14678
0016722,ラサ商事,2019/03,10,1,12,12,243423,31737,1643,31124,15041
0016722,ラサ商事,2020/03,10,1,12,12,243423,29251,1750,30110,16375
0016722,ラサ商事,2021/03,10,1,12,12,243423,26727,1544,31455,17464
0016722,ラサ商事,2022/03,10,1,12,12,243423,31329,2014,31387,18999
0016727,ラピーヌ,2008/03,10,1,12,12,243424,15206,-79,16794,9867
0016727,ラピーヌ,2009/03,10,1,12,12,243424,14753,-665,15718,9019
0016727,ラピーヌ,2010/03,10,1,12,12,243424,12634,-1957,13836,7012
0016727,ラピーヌ,2011/03,10,1,12,12,243424,12736,55,12952,7066
0016727,ラピーヌ,2012/03,10,1,12,12,243424,12137,177,12992,7244
0016727,ラピーヌ,2013/02,10,1,11,12,243424,11184,185,11916,7335
0016727,ラピーヌ,2014/02,10,1,12,12,243424,11471,148,11723,7294
0016727,ラピーヌ,2015/02,10,1,12,12,243424,11360,106,11941,7347
0016727,ラピーヌ,2016/02,10,1,12,12,243424,10816,-260,10532,6846
0016727,ラピーヌ,2017/02,10,1,12,12,243424,9939,-1665,9127,5139
0016727,ラピーヌ,2018/02,10,1,12,12,243424,9894,132,9093,5272
0016727,ラピーヌ,2019/02,10,1,12,12,243424,9376,-950,6685,4308
0016727,ラピーヌ,2020/02,10,1,12,12,243424,8654,-1512,5023,2760
0016727,ラピーヌ,2021/02,10,1,12,12,243424,5227,-2135,3880,631
0016727,ラピーヌ,2022/02,10,1,12,12,243424,4374,155,3683,791
0016731,リオン,2006/03,10,1,12,11,123223,19134,662,23915,6507
0016731,リオン,2007/03,10,1,12,11,123223,19300,513,24034,6855
0016731,リオン,2008/03,10,1,12,11,123223,19191,435,23657,7236
0016731,リオン,2009/03,10,1,12,11,123223,17077,-514,22330,6595
0016731,リオン,2010/03,10,1,12,11,123223,16100,371,22031,6810
0016731,リオン,2011/03,10,1,12,11,123223,16691,777,22453,7430
0016731,リオン,2012/03,10,1,12,11,123223,16634,561,22453,7804
0016731,リオン,2013/03,10,1,12,11,123223,17212,1061,23452,8744
0016731,リオン,2014/03,10,1,12,11,123223,18510,1316,25000,10975
0016731,リオン,2015/03,10,1,12,11,123223,18758,1427,25691,11836
0016731,リオン,2016/03,10,1,12,11,123223,18859,1594,25677,13097
0016731,リオン,2017/03,10,1,12,11,123223,19194,1408,25919,14265
0016731,リオン,2018/03,10,1,12,11,123223,20350,1887,27795,15924
0016731,リオン,2019/03,10,1,12,11,123223,21289,2002,28476,17460
0016731,リオン,2020/03,10,1,12,11,123223,21465,1779,29850,18724
0016731,リオン,2021/03,10,1,12,11,123223,20466,1636,30683,19828
0016731,リオン,2022/03,10,1,12,11,123223,22635,2229,33157,21544
0016735,理経,2006/03,10,1,12,12,243428,22251,24,13925,7508
0016735,理経,2007/03,10,1,12,12,243428,22329,114,15958,7901
0016735,理経,2008/03,10,1,12,12,243428,16047,-1909,11586,5400
0016735,理経,2009/03,10,1,12,12,243428,16008,-458,9732,4941
0016735,理経,2010/03,10,1,12,12,243428,9405,-811,8190,4130
0016735,理経,2011/03,10,1,12,12,243428,8784,-259,6828,3871
0016735,理経,2012/03,10,1,12,12,243428,8553,297,7000,4168
0016735,理経,2013/03,10,1,12,12,243428,8656,176,7005,4299
0016735,理経,2014/03,10,1,12,12,243428,7815,164,6912,4417
0016735,理経,2015/03,10,1,12,12,243428,7093,89,6395,4456
0016735,理経,2016/03,10,1,12,12,243428,6282,-137,6019,4273
0016735,理経,2017/03,10,1,12,12,243428,6505,107,6100,4334
0016735,理経,2018/03,10,1,12,12,243428,7978,-184,6944,4104
0016735,理経,2019/03,10,1,12,12,243428,10090,122,6687,4227
0016735,理経,2020/03,10,1,12,12,243428,10275,41,7500,4224
0016735,理経,2021/03,10,1,12,12,243428,10139,157,7165,4336
0016735,理経,2022/03,10,1,12,12,243428,10862,139,7122,4435
0016768,リョーサン,2006/03,10,1,12,11,243429,326219,6591,183156,115014
0016768,リョーサン,2007/03,10,1,12,11,243429,310654,6366,183254,118372
0016768,リョーサン,2008/03,10,1,12,11,243429,286098,6738,174022,119329
0016768,リョーサン,2009/03,10,1,12,11,243429,220871,3919,148987,118165
0016768,リョーサン,2010/03,10,1,12,11,243429,194377,2867,161593,118857
0016768,リョーサン,2011/03,10,1,12,11,243429,216154,4130,163479,120325
0016768,リョーサン,2012/03,10,1,12,11,243429,217887,1899,167079,118447
0016768,リョーサン,2013/03,10,1,12,11,243429,206534,2814,160220,117605
0016768,リョーサン,2014/03,10,1,12,11,243429,238399,3222,169247,117649
0016768,リョーサン,2015/03,10,1,12,11,243429,233552,3200,168865,117180
0016768,リョーサン,2016/03,10,1,12,11,243429,228149,3671,157011,113354
0016768,リョーサン,2017/03,10,1,12,11,243429,218003,3367,161620,107525
0016768,リョーサン,2018/03,10,1,12,11,243429,254077,4481,162257,92329
0016768,リョーサン,2019/03,10,1,12,11,243429,249688,1480,146588,85845
0016768,リョーサン,2020/03,10,1,12,11,243429,227297,1193,137746,84129
0016768,リョーサン,2021/03,10,1,12,11,243429,219884,4586,148087,87310
0016768,リョーサン,2022/03,10,1,12,11,243429,272647,5359,190548,89856
0016778,テクノ菱和,2006/03,10,1,12,12,241406,54203,872,47253,20078
0016778,テクノ菱和,2007/03,10,1,12,12,241406,63093,1172,53319,20977
0016778,テクノ菱和,2008/03,10,1,12,12,241406,57766,477,47314,21154
0016778,テクノ菱和,2009/03,10,1,12,12,241406,58478,2844,53744,24032
0016778,テクノ菱和,2010/03,10,1,12,12,241406,54518,847,42881,24533
0016778,テクノ菱和,2011/03,10,1,12,12,241406,47852,163,42454,24330
0016778,テクノ菱和,2012/03,10,1,12,12,241406,53365,-769,45134,23878
0016778,テクノ菱和,2013/03,10,1,12,12,241406,46719,162,41907,23709
0016778,テクノ菱和,2014/03,10,1,12,12,241406,49108,662,45207,24095
0016778,テクノ菱和,2015/03,10,1,12,12,241406,54168,1284,49603,24909
0016778,テクノ菱和,2016/03,10,1,12,12,241406,58032,2265,52491,26797
0016778,テクノ菱和,2017/03,10,1,12,12,241406,62234,3100,55851,29485
0016778,テクノ菱和,2018/03,10,1,12,12,241406,60654,2306,58747,31312
0016778,テクノ菱和,2019/03,10,1,12,12,241406,67391,3041,62877,33178
0016778,テクノ菱和,2020/03,10,1,12,12,241406,60926,2927,59309,35597
0016778,テクノ菱和,2021/03,10,1,12,12,241406,54871,1234,62443,35736
0016778,テクノ菱和,2022/03,10,1,12,12,241406,56905,2237,63698,37434
0016792,レオン自動機,2006/03,10,1,12,11,121210,17029,-627,21547,19421
0016792,レオン自動機,2007/03,10,1,12,11,121210,18664,1066,23779,20268
0016792,レオン自動機,2008/03,10,1,12,11,121210,18432,371,22360,20419
0016792,レオン自動機,2009/03,10,1,12,11,121210,17880,-397,23165,19708
0016792,レオン自動機,2010/03,10,1,12,11,121210,16211,583,22972,20159
0016792,レオン自動機,2011/03,10,1,12,11,121210,17276,-203,23757,19957
0016792,レオン自動機,2012/03,10,1,12,11,121210,17464,573,22135,20432
0016792,レオン自動機,2013/03,10,1,12,11,121210,17162,-275,21180,20084
0016792,レオン自動機,2014/03,10,1,12,11,121210,21284,1789,22538,21705
0016792,レオン自動機,2015/03,10,1,12,11,121210,23023,1872,26682,23881
0016792,レオン自動機,2016/03,10,1,12,11,121210,25100,1710,25771,24397
0016792,レオン自動機,2017/03,10,1,12,11,121210,25450,2129,28158,26097
0016792,レオン自動機,2018/03,10,1,12,11,121210,27912,2689,30991,28039
0016792,レオン自動機,2019/03,10,1,12,11,121210,28432,2472,32179,29707
0016792,レオン自動機,2020/03,10,1,12,11,121210,26896,1971,31627,30919
0016792,レオン自動機,2021/03,10,1,12,11,121210,22280,1608,34124,28238
0016792,レオン自動機,2022/03,10,1,12,11,121210,26585,1486,36651,29234
0016797,ルックホールディングス,2006/12,10,1,12,12,243424,40886,409,29696,13745
0016797,ルックホールディングス,2007/12,10,1,12,12,243424,41651,410,28551,14066
0016797,ルックホールディングス,2008/12,10,1,12,12,243424,38198,-2398,21491,11496
0016797,ルックホールディングス,2009/12,10,1,12,12,243424,30002,-317,19161,11178
0016797,ルックホールディングス,2010/12,10,1,12,12,243424,30741,43,18957,11220
0016797,ルックホールディングス,2011/12,10,1,12,12,243424,33928,818,19518,12038
0016797,ルックホールディングス,2012/12,10,1,12,12,243424,37048,2170,24579,15548
0016797,ルックホールディングス,2013/12,10,1,12,12,243424,41463,1356,28425,16749
0016797,ルックホールディングス,2014/12,10,1,12,12,243424,45559,1262,31007,17887
0016797,ルックホールディングス,2015/12,10,1,12,12,243424,46002,441,29669,18256
0016797,ルックホールディングス,2016/12,10,1,12,12,243424,42624,256,28935,18367
0016797,ルックホールディングス,2017/12,10,1,12,12,243424,43040,1536,31364,19712
0016797,ルックホールディングス,2018/12,10,1,12,12,243424,44015,2166,33098,21674
0016797,ルックホールディングス,2019/12,10,1,12,12,243424,43909,2022,47214,23507
0016797,ルックホールディングス,2020/12,10,1,12,12,243424,37014,431,46722,23719
0016797,ルックホールディングス,2021/12,10,1,12,12,243424,41065,1991,50877,25281
0016808,イエローハット,2006/03,10,1,12,11,243429,118061,-1560,96460,42589
0016808,イエローハット,2007/03,10,1,12,11,243429,113938,282,102256,42310
0016808,イエローハット,2008/03,10,1,12,11,243429,106526,-3470,96702,38064
0016808,イエローハット,2009/03,10,1,12,11,243429,89614,-625,82354,37508
0016808,イエローハット,2010/03,10,1,12,11,243429,90589,1648,81425,38580
0016808,イエローハット,2011/03,10,1,12,11,243429,95178,2910,74223,40435
0016808,イエローハット,2012/03,10,1,12,11,243429,103110,5244,79987,45254
0016808,イエローハット,2013/03,10,1,12,11,243429,117482,6060,82122,48935
0016808,イエローハット,2014/03,10,1,12,11,243429,120671,7296,83252,55398
0016808,イエローハット,2015/03,10,1,12,11,243429,121788,5542,85496,60942
0016808,イエローハット,2016/03,10,1,12,11,243429,125961,5612,87506,65234
0016808,イエローハット,2017/03,10,1,12,11,243429,129817,5580,93485,69370
0016808,イエローハット,2018/03,10,1,12,11,243429,137865,6839,100286,74612
0016808,イエローハット,2019/03,10,1,12,11,243429,139200,7329,105320,80353
0016808,イエローハット,2020/03,10,1,12,11,243429,141031,7334,109560,85943
0016808,イエローハット,2021/03,10,1,12,11,243429,146994,8546,118980,92119
0016808,イエローハット,2022/03,10,1,12,11,243429,148038,9659,126418,98863
0016810,ローランド,2006/03,10,1,12,11,133322,89274,3208,81738,53874
0016810,ローランド,2007/03,10,1,12,11,133322,95259,3701,93116,56750
0016810,ローランド,2008/03,10,1,12,11,133322,108560,3621,98692,59423
0016810,ローランド,2009/03,10,1,12,11,133322,100506,1047,93886,59645
0016810,ローランド,2010/03,10,1,12,11,133322,75034,-2090,81675,55668
0016810,ローランド,2011/03,10,1,12,11,133322,78270,-694,79121,54515
0016810,ローランド,2012/03,10,1,12,11,133322,74825,-1930,73643,52100
0016810,ローランド,2013/03,10,1,12,11,133322,72310,-4066,77341,47593
0016810,ローランド,2014/03,10,1,12,11,133322,85607,470,84037,45537
0016810,ローランド,2018/12,10,1,12,11,133322,61153,3048,41144,20307
0016810,ローランド,2019/12,10,1,12,11,133322,63247,2629,43532,20151
0016810,ローランド,2020/12,10,1,12,11,133322,64044,4301,46096,22386
0016810,ローランド,2021/12,10,1,12,11,133322,80032,8586,52807,28160
0016834,佐藤渡辺,2006/03,10,1,12,12,241403,34151,-1288,31144,2833
0016834,佐藤渡辺,2007/03,10,1,12,12,241403,37016,-250,31293,2642
0016834,佐藤渡辺,2008/03,10,1,12,12,241403,38020,538,31946,3351
0016834,佐藤渡辺,2009/03,10,1,12,12,241403,41800,337,29693,3701
0016834,佐藤渡辺,2010/03,10,1,12,12,241403,36035,619,28766,4297
0016834,佐藤渡辺,2011/03,10,1,12,12,241403,32450,54,25343,4326
0016834,佐藤渡辺,2012/03,10,1,12,12,241403,37545,938,28852,5241
0016834,佐藤渡辺,2013/03,10,1,12,12,241403,40630,1623,28924,6825
0016834,佐藤渡辺,2014/03,10,1,12,12,241403,40023,1646,30428,8339
0016834,佐藤渡辺,2015/03,10,1,12,12,241403,38820,915,30924,8714
0016834,佐藤渡辺,2016/03,10,1,12,12,241403,40220,1479,32386,10135
0016834,佐藤渡辺,2017/03,10,1,12,12,241403,37308,1683,31233,11705
0016834,佐藤渡辺,2018/03,10,1,12,12,241403,38546,993,31347,12540
0016834,佐藤渡辺,2019/03,10,1,12,12,241403,38835,1233,31114,13614
0016834,佐藤渡辺,2020/03,10,1,12,12,241403,36861,1044,31515,14467
0016834,佐藤渡辺,2021/03,10,1,12,12,241403,39918,1844,32378,15969
0016834,佐藤渡辺,2022/03,10,1,12,12,241403,37452,1728,32632,17158
0016842,綿半ホールディングス,2013/03,10,1,12,11,245444,83665,751,43300,6269
0016842,綿半ホールディングス,2014/03,10,1,12,11,245444,85374,958,41793,7106
0016842,綿半ホールディングス,2015/03,10,1,12,11,245444,83596,1333,45041,9551
0016842,綿半ホールディングス,2016/03,10,1,12,11,245444,88792,1263,48905,10667
0016842,綿半ホールディングス,2017/03,10,1,12,11,245444,92780,1344,52052,11765
0016842,綿半ホールディングス,2018/03,10,1,12,11,245444,102364,1483,56184,12992
0016842,綿半ホールディングス,2019/03,10,1,12,11,245444,106462,1612,59364,14289
0016842,綿半ホールディングス,2020/03,10,1,12,11,245444,120187,1519,62286,15533
0016842,綿半ホールディングス,2021/03,10,1,12,11,245444,114790,1919,58906,17167
0016842,綿半ホールディングス,2022/03,10,1,12,11,245444,114500,2204,69551,18956
0016892,アース製薬,2006/12,10,1,12,11,107070,84410,2439,60045,33499
0016892,アース製薬,2007/12,10,1,12,11,107070,89354,2773,63020,35226
0016892,アース製薬,2008/12,10,1,12,11,107070,94479,2488,64470,36474
0016892,アース製薬,2009/12,10,1,12,11,107070,101736,3082,66461,38140
0016892,アース製薬,2010/12,10,1,12,11,107070,103478,3434,67855,39950
0016892,アース製薬,2011/12,10,1,12,11,107070,110974,3325,72290,41458
0016892,アース製薬,2012/12,10,1,12,11,107070,125499,1721,85064,41259
0016892,アース製薬,2013/12,10,1,12,11,107070,135737,2986,85796,42326
0016892,アース製薬,2014/12,10,1,12,11,107070,145858,1705,101598,41911
0016892,アース製薬,2015/12,10,1,12,11,107070,159739,1165,104448,40974
0016892,アース製薬,2016/12,10,1,12,11,107070,168505,3364,107366,42098
0016892,アース製薬,2017/12,10,1,12,11,107070,179738,2205,118167,41735
0016892,アース製薬,2018/12,10,1,12,11,107070,181104,-142,108580,39864
0016892,アース製薬,2019/12,10,1,12,11,107070,189527,1250,107425,38769
0016892,アース製薬,2020/12,10,1,12,11,107070,196045,3547,119870,52993
0016892,アース製薬,2021/12,10,1,12,11,107070,203785,7142,120715,57537
0016902,イサム塗料,2006/03,10,1,12,12,107069,8954,393,12904,9170
0016902,イサム塗料,2007/03,10,1,12,12,107069,8548,251,13138,9297
0016902,イサム塗料,2008/03,10,1,12,12,107069,8333,263,13016,9451
0016902,イサム塗料,2009/03,10,1,12,12,107069,8140,384,13870,9570
0016902,イサム塗料,2010/03,10,1,12,12,107069,7565,538,14269,9973
0016902,イサム塗料,2011/03,10,1,12,12,107069,7771,571,14514,10437
0016902,イサム塗料,2012/03,10,1,12,12,107069,7932,553,15320,10889
0016902,イサム塗料,2013/03,10,1,12,12,107069,8108,647,15563,11296
0016902,イサム塗料,2014/03,10,1,12,12,107069,8377,753,16148,11822
0016902,イサム塗料,2015/03,10,1,12,12,107069,8219,537,16698,12263
0016902,イサム塗料,2016/03,10,1,12,12,107069,8110,569,16914,12737
0016902,イサム塗料,2017/03,10,1,12,12,107069,7994,692,17189,13332
0016902,イサム塗料,2018/03,10,1,12,12,107069,8026,621,18019,13837
0016902,イサム塗料,2019/03,10,1,12,12,107069,7945,555,18308,14296
0016902,イサム塗料,2020/03,10,1,12,12,107069,7485,539,18338,14740
0016902,イサム塗料,2021/03,10,1,12,12,107069,7158,509,18941,15153
0016902,イサム塗料,2022/03,10,1,12,12,107069,7068,401,19143,15481
0016918,栄研化学,2006/03,10,1,12,11,109082,23551,1225,29596,21978
0016918,栄研化学,2007/03,10,1,12,11,109082,24650,1080,25436,17428
0016918,栄研化学,2008/03,10,1,12,11,109082,25223,1670,28234,19197
0016918,栄研化学,2009/03,10,1,12,11,109082,26113,1137,27895,18387
0016918,栄研化学,2010/03,10,1,12,11,109082,26841,1214,29314,19207
0016918,栄研化学,2011/03,10,1,12,11,109082,27562,1672,32642,20430
0016918,栄研化学,2012/03,10,1,12,11,109082,27702,1460,33124,21345
0016918,栄研化学,2013/03,10,1,12,11,109082,28645,2453,35138,23208
0016918,栄研化学,2014/03,10,1,12,11,109082,30027,1984,36395,24568
0016918,栄研化学,2015/03,10,1,12,11,109082,31014,2100,37895,26288
0016918,栄研化学,2016/03,10,1,12,11,109082,32163,2429,39266,28059
0016918,栄研化学,2017/03,10,1,12,11,109082,33274,2918,44252,30265
0016918,栄研化学,2018/03,10,1,12,11,109082,34991,2608,45165,31875
0016918,栄研化学,2019/03,10,1,12,11,109082,35761,3447,47279,34536
0016918,栄研化学,2020/03,10,1,12,11,109082,36585,3538,50322,36969
0016918,栄研化学,2021/03,10,1,12,11,109082,38667,5044,55685,40894
0016918,栄研化学,2022/03,10,1,12,11,109082,42996,6218,62512,44933
0016930,大阪製鉄,2006/03,10,1,12,12,117162,93557,9749,115335,91086
0016930,大阪製鉄,2007/03,10,1,12,12,117162,106394,9088,127929,99073
0016930,大阪製鉄,2008/03,10,1,12,12,117162,124129,7028,131802,104496
0016930,大阪製鉄,2009/03,10,1,12,12,117162,126550,12047,136912,114254
0016930,大阪製鉄,2010/03,10,1,12,12,117162,63724,4284,135485,117207
0016930,大阪製鉄,2011/03,10,1,12,12,117162,70483,3916,137403,120298
0016930,大阪製鉄,2012/03,10,1,12,12,117162,71436,3605,139889,121072
0016930,大阪製鉄,2013/03,10,1,12,12,117162,62531,2329,139250,121283
0016930,大阪製鉄,2014/03,10,1,12,12,117162,68960,1375,139242,121975
0016930,大阪製鉄,2015/03,10,1,12,12,117162,67678,6215,147328,127335
0016930,大阪製鉄,2016/03,10,1,12,12,117162,54677,10350,156632,136400
0016930,大阪製鉄,2017/03,10,1,12,12,117162,62135,2769,170203,137479
0016930,大阪製鉄,2018/03,10,1,12,12,117162,81100,4318,194130,140628
0016930,大阪製鉄,2019/03,10,1,12,12,117162,96569,4122,202034,143271
0016930,大阪製鉄,2020/03,10,1,12,12,117162,91592,4231,200794,146355
0016930,大阪製鉄,2021/03,10,1,12,12,117162,76601,897,195242,145925
0016930,大阪製鉄,2022/03,10,1,12,12,117162,104455,2567,208294,147946
0016951,川辺,2006/03,10,1,12,12,243424,14743,-2295,11783,1643
0016951,川辺,2007/03,10,1,12,12,243424,15002,2436,10769,4078
0016951,川辺,2008/03,10,1,12,12,243424,15335,168,10313,4241
0016951,川辺,2009/03,10,1,12,12,243424,14983,708,10277,4893
0016951,川辺,2010/03,10,1,12,12,243424,14091,217,10902,5016
0016951,川辺,2011/03,10,1,12,12,243424,15539,272,11316,5233
0016951,川辺,2012/03,10,1,12,12,243424,16381,442,11722,5619
0016951,川辺,2013/03,10,1,12,12,243424,16320,-117,12570,5357
0016951,川辺,2014/03,10,1,12,12,243424,16720,298,12485,5564
0016951,川辺,2015/03,10,1,12,12,243424,16166,364,13016,5836
0016951,川辺,2016/03,10,1,12,12,243424,17148,438,15597,6183
0016951,川辺,2017/03,10,1,12,12,243424,17162,643,15335,6717
0016951,川辺,2018/03,10,1,12,12,243424,16281,323,15117,6912
0016951,川辺,2019/03,10,1,12,12,243424,16233,264,13990,7084
0016951,川辺,2020/03,10,1,12,12,243424,14859,-13,13266,6980
0016951,川辺,2021/03,10,1,12,12,243424,11293,-433,12546,6491
0016951,川辺,2022/03,10,1,12,12,243424,10786,-365,12299,6125
0016954,キッセイ薬品工業,2006/03,10,1,12,11,109082,64007,2045,174114,115659
0016954,キッセイ薬品工業,2007/03,10,1,12,11,109082,64215,1570,163583,115743
0016954,キッセイ薬品工業,2008/03,10,1,12,11,109082,61480,2325,150566,116635
0016954,キッセイ薬品工業,2009/03,10,1,12,11,109082,64535,2061,140181,117203
0016954,キッセイ薬品工業,2010/03,10,1,12,11,109082,62178,4371,147022,119856
0016954,キッセイ薬品工業,2011/03,10,1,12,11,109082,64393,4004,146248,122067
0016954,キッセイ薬品工業,2012/03,10,1,12,11,109082,64618,4769,144385,120646
0016954,キッセイ薬品工業,2013/03,10,1,12,11,109082,62491,5019,160028,123761
0016954,キッセイ薬品工業,2014/03,10,1,12,11,109082,70399,9093,172649,130844
0016954,キッセイ薬品工業,2015/03,10,1,12,11,109082,70110,7165,181484,127584
0016954,キッセイ薬品工業,2016/03,10,1,12,11,109082,71294,8165,193345,133644
0016954,キッセイ薬品工業,2017/03,10,1,12,11,109082,71706,7726,186801,137499
0016954,キッセイ薬品工業,2018/03,10,1,12,11,109082,74009,9045,210821,139809
0016954,キッセイ薬品工業,2019/03,10,1,12,11,109082,72297,5481,213522,143001
0016954,キッセイ薬品工業,2020/03,10,1,12,11,109082,63234,2817,231794,143435
0016954,キッセイ薬品工業,2021/03,10,1,12,11,109082,69044,5285,268861,144941
0016954,キッセイ薬品工業,2022/03,10,1,12,11,109082,65381,12921,238087,153853
0016955,キヤノン電子,2006/12,10,1,12,11,123229,101528,8756,74316,42038
0016955,キヤノン電子,2007/12,10,1,12,11,123229,112750,9116,80291,49007
0016955,キヤノン電子,2008/12,10,1,12,11,123229,114888,6025,77445,51328
0016955,キヤノン電子,2009/12,10,1,12,11,123229,95500,4895,80902,54382
0016955,キヤノン電子,2010/12,10,1,12,11,123229,121145,8099,90945,61722
0016955,キヤノン電子,2011/12,10,1,12,11,123229,108778,6637,90585,65618
0016955,キヤノン電子,2012/12,10,1,12,11,123229,105450,6213,91061,68302
0016955,キヤノン電子,2013/12,10,1,12,11,123229,98016,7249,96013,73054
0016955,キヤノン電子,2014/12,10,1,12,11,123229,95482,7377,101542,76440
0016955,キヤノン電子,2015/12,10,1,12,11,123229,89373,6951,101780,80111
0016955,キヤノン電子,2016/12,10,1,12,11,123229,83290,5553,103171,83214
0016955,キヤノン電子,2017/12,10,1,12,11,123229,83769,7739,108221,88503
0016955,キヤノン電子,2018/12,10,1,12,11,123229,90767,7106,112997,92350
0016955,キヤノン電子,2019/12,10,1,12,11,123229,89158,6116,115237,95209
0016955,キヤノン電子,2020/12,10,1,12,11,123229,74612,4413,117211,97197
0016955,キヤノン電子,2021/12,10,1,12,11,123229,82614,5392,126268,100398
0016956,キヤノンマーケティングジャパン,2006/12,10,1,12,11,243425,867172,18807,526578,258673
